ICAO Code,IATA Code,Airport Name,City/Town,Country,Latitude Decimal Degrees,Longitude Decimal Degrees
AYGA,GKA,GOROKA,GOROKA,PAPUA NEW GUINEA,-6.082000000000001,145.392
AYLA,LAE,,LAE,PAPUA NEW GUINEA,0.0,0.0
AYMD,MAG,MADANG,MADANG,PAPUA NEW GUINEA,-5.207000000000001,145.789
AYMH,HGU,MOUNT HAGEN,MOUNT HAGEN,PAPUA NEW GUINEA,-5.8260000000000005,144.296
AYNZ,LAE,NADZAB,NADZAB,PAPUA NEW GUINEA,-6.57,146.726
AYPY,POM,PORT MORESBY JACKSONS INTERNATIONAL,PORT MORESBY,PAPUA NEW GUINEA,-9.443,147.22
AYRB,RAB,,RABAUL,PAPUA NEW GUINEA,0.0,0.0
AYWK,WWK,WEWAK INTERNATIONAL,WEWAK,PAPUA NEW GUINEA,-3.5839999999999996,143.66899999999998
BGAM,,,ANGMAGSSALIK,GREENLAND,0.0,0.0
BGAS,,,ANGISSOQ,GREENLAND,0.0,0.0
BGAT,,,APUTITEQ,GREENLAND,0.0,0.0
BGBW,UAK,NARSARSUAQ,NARSSARSSUAQ,GREENLAND,61.161,-45.427
BGCH,JCH,,CHRISTIANSHAAB,GREENLAND,0.0,0.0
BGCO,,NERLERIT INAAT CONSTABLE PYNT,NERLERIT INAAT,GREENLAND,70.73899999999999,-22.646
BGDB,,,DANEBORG,GREENLAND,0.0,0.0
BGDH,,,DANMARKSHAVN,GREENLAND,0.0,0.0
BGDU,,,DUNDAS,GREENLAND,0.0,0.0
BGEM,JEG,,EGEDESMINDE,GREENLAND,0.0,0.0
BGFD,,,FREDERIKSDAL,GREENLAND,0.0,0.0
BGFH,JFR,,FREDERIKSHAAB,GREENLAND,0.0,0.0
BGGD,JGR,,GRONNEDAL,GREENLAND,0.0,0.0
BGGH,GOH,NUUK,GODTHAAB,GREENLAND,64.191,-51.678000000000004
BGGN,JGO,,GODHAVN,GREENLAND,0.0,0.0
BGHB,JHS,,HOLSTEINSBORG,GREENLAND,0.0,0.0
BGIS,,,ISORTOQ,GREENLAND,0.0,0.0
BGIT,,,IVIGTUT,GREENLAND,0.0,0.0
BGJH,JJU,,JULIANEHAAB,GREENLAND,0.0,0.0
BGJN,JAV,JACOBSHAVN,JAKOBSHAVN,GREENLAND,69.233,-51.067
BGKD,,,KAP DAN,GREENLAND,0.0,0.0
BGKK,KUS,KULUSUK,KULUSUK,GREENLAND,65.583,-37.15
BGKM,,,KUNGMIUT,GREENLAND,0.0,0.0
BGKT,,,KAP TOBIN,GREENLAND,0.0,0.0
BGMV,,,MESTERS VIG,GREENLAND,0.0,0.0
BGNN,JNN,,NANORTALIK,GREENLAND,0.0,0.0
BGNS,JNS,,NARSSAQ,GREENLAND,0.0,0.0
BGOS,,,ORSSUIORSSUAQ,GREENLAND,0.0,0.0
BGPC,,,PRINS CHRISTIAN SUND,GREENLAND,0.0,0.0
BGRS,,,RAVNS STORO,GREENLAND,0.0,0.0
BGSC,,,SCORESBYSUND,GREENLAND,0.0,0.0
BGSF,SFJ,KANGERLUSSUAQ SONDRE STROMFJORD,SONDRESTROM,GREENLAND,67.017,-50.68899999999999
BGSG,,,SERMILIGAO,GREENLAND,0.0,0.0
BGST,JSU,,SUKKERTOPPEN,GREENLAND,0.0,0.0
BGTL,THU,THULE AIR BASE,THULE,GREENLAND,76.531,-68.703
BGTM,,,TINGMIARMIUT,GREENLAND,0.0,0.0
BGTN,,,TINITEQILAQ,GREENLAND,0.0,0.0
BGUM,,,UMANAK,GREENLAND,0.0,0.0
BGUP,JUV,,UPERNAVIK,GREENLAND,0.0,0.0
BIAR,AEY,AKUREYRI,AKUREYRI,ICELAND,65.66,-18.072
BIBL,,,BLONDUOS,ICELAND,0.0,0.0
BIDV,,,DJUOIVOGUR,ICELAND,0.0,0.0
BIEG,EGS,EGILSSTADIR,EGILSSTADIR,ICELAND,65.283,-14.401
BIFM,,,FAGURHOLSMYRI,ICELAND,0.0,0.0
BIGR,GRY,,GRIMSEY,ICELAND,0.0,0.0
BIHN,HFN,HORNAFJORDUR,HOFN,ICELAND,64.296,-15.227
BIHU,HZK,HUSAVIK,HUSAVIK,ICELAND,65.952,-17.426
BIIS,IFJ,ISAFJORDUR,ISAFJORDUR,ICELAND,66.058,-23.135
BIKF,KEF,KEFLAVIK NAS,KEFLAVIK,ICELAND,63.985,-22.605999999999998
BIKP,OPA,KOPASKER,KOPASKER,ICELAND,66.314,-16.461
BIKR,SAK,,SAUDARKROKUR,ICELAND,0.0,0.0
BINF,NOR,,NORDFJORDUR,ICELAND,0.0,0.0
BIPA,PFJ,PATREKSFJORDUR,PATREKSFJORDUR,ICELAND,65.556,-23.965
BIRG,RFN,,RAUFARHOFN,ICELAND,0.0,0.0
BIRK,RKV,REYKJAVIK,REYKJAVIK,ICELAND,64.13,-21.941
BISI,SIJ,SIGLUFJORDHUR,SIGLUFJORDUR,ICELAND,66.133,-18.917
BISS,,,SANDSKEID,ICELAND,0.0,0.0
BIST,,,STYKKISHOLMUR,ICELAND,0.0,0.0
BITE,TEY,,THINGEYRI,ICELAND,0.0,0.0
BITH,THO,,THORSHOFN,ICELAND,0.0,0.0
BIVM,VEY,VESTMANNAEYJAR,VESTMANNAEYJAR,ICELAND,63.424,-20.279
BIVO,VPN,,VOPNAFJORDUR,ICELAND,0.0,0.0
BZGD,,,GODLEY,NEW ZEALAND,0.0,0.0
CUAP,,,ACTIVE PASS,CANADA,0.0,0.0
CUHA,YQC,,QUAQTAQ,CANADA,0.0,0.0
CUQC,,,STIRLING,CANADA,0.0,0.0
CUUP,,,OTTAWA,CANADA,0.0,0.0
CWBF,,,BATTLE HARBOUR,CANADA,0.0,0.0
CWHJ,,,HOLBERG,CANADA,0.0,0.0
CWMK,,,SIMCOE,CANADA,0.0,0.0
CWMN,,,MOUNT FOREST,CANADA,0.0,0.0
CWOH,,,SAINTE AGATHE,CANADA,0.0,0.0
CWPC,,,PINCHER CREEK,CANADA,0.0,0.0
CWPO,,,PILOT MOUNT,CANADA,0.0,0.0
CWVA,,,BONAVISTA,CANADA,0.0,0.0
CYAB,YAB,,ARCTIC BAY,CANADA,0.0,0.0
CYAJ,,,KOMAKUK,CANADA,0.0,0.0
CYAL,YAL,,ALERT BAY,CANADA,0.0,0.0
CYAM,YAM,SAULT STE MARIE,SAULT SAINTE MARIE,CANADA,46.485,-84.509
CYAV,YAV,WINNIPEG ST ANDREWS,WINNIPEG,CANADA,50.056000000000004,-97.03200000000001
CYAW,YAW,SHEARWATER,HALIFAX,CANADA,44.64,-63.498999999999995
CYAY,YAY,ST ANTHONY,ST. ANTHONY,CANADA,51.391999999999996,-56.083999999999996
CYAZ,YAZ,TOFINO,TOFINO,CANADA,49.082,-125.772
CYBA,,,BANFF,CANADA,0.0,0.0
CYBB,YBB,KUGAARUK,PELLY BAY,CANADA,68.53399999999999,-89.80799999999999
CYBC,YBC,BAIE COMEAU,BAIE COMEAU,CANADA,49.132,-68.207
CYBG,YBG,BAGOTVILLE,BAGOTVILLE,CANADA,48.331,-70.99600000000001
CYBK,YBK,BAKER LAKE,BAKER LAKE,CANADA,64.29899999999999,-96.07799999999999
CYBL,YBL,CAMPBELL RIVER,CAMPBELL RIVER,CANADA,49.951,-125.271
CYBR,YBR,BRANDON MUNI,BRANDON,CANADA,49.91,-99.95200000000001
CYBT,YBT,,BROCHET,CANADA,0.0,0.0
CYCA,YRF,,CARTWRIGHT,CANADA,0.0,0.0
CYCB,YCB,CAMBRIDGE BAY,CAMBRIDGE BAY,CANADA,69.108,-105.13799999999999
CYCD,YCD,NANAIMO,NANAIMO,CANADA,49.052,-123.87
CYCG,YCG,CASTLEGAR,CASTLEGAR,CANADA,49.29600000000001,-117.632
CYCH,YCH,MIRAMICHI,CHATHAM,CANADA,47.008,-65.449
CYCL,YCL,CHARLO,CHARLO,CANADA,47.99100000000001,-66.331
CYCO,YCO,KUGLUKTUK,COPPERMINE,CANADA,67.817,-115.14399999999999
CYCS,YCS,,CHESTERFIELD INLET,CANADA,0.0,0.0
CYCT,YCT,CORONATION,CORONATION,CANADA,52.075,-111.445
CYCV,YCV,,MONTREAL,CANADA,0.0,0.0
CYCW,YCW,CHILLIWACK,CHILLIWACK,CANADA,49.153,-121.939
CYCX,,,CAMP GAGETOWN,CANADA,0.0,0.0
CYCY,YCY,CLYDE RIVER,CLYDE RIVER,CANADA,70.486,-68.517
CYCZ,YZS,FAIRMONT HOT SPRINGS,CORAL HARBOUR,CANADA,50.332,-115.874
CYDA,YDA,DAWSON,DAWSON,CANADA,64.043,-139.128
CYDB,YDB,BURWASH,BURWASH,CANADA,61.371,-139.041
CYDC,YDC,PRINCETON,PRINCETON,CANADA,49.468,-120.512
CYDF,YDF,DEER LAKE,DEER LAKE,CANADA,49.211000000000006,-57.391000000000005
CYDL,YDL,DEASE LAKE,DEASE LAKE,CANADA,58.422,-130.032
CYDN,YDN,DAUPHIN BARKER,DAUPHIN,CANADA,51.101000000000006,-100.052
CYDQ,YDQ,DAWSON CREEK,DAWSON CREEK,CANADA,55.742,-120.182
CYDR,,,BROADVIEW,CANADA,0.0,0.0
CYED,YED,EDMONTON NAMAO,EDMONTON,CANADA,53.667,-113.46700000000001
CYEG,YEG,EDMONTON INTERNATIONAL,EDMONTON,CANADA,53.31,-113.58
CYEK,YEK,ARVIAT,ESKIMO POINT,CANADA,61.093999999999994,-94.071
CYEN,YEN,ESTEVAN,ESTEVAN,CANADA,49.21,-102.96600000000001
CYEP,,,ESTEVAN POINT,CANADA,0.0,0.0
CYET,YET,EDSON,EDSON,CANADA,53.57899999999999,-116.465
CYEU,YEU,EUREKA,EUREKA,CANADA,79.995,-85.81299999999999
CYEV,YEV,INUVIK MIKE ZUBKO,INUVIK,CANADA,68.304,-133.483
CYFB,YFB,IQALUIT,IQALUIT,CANADA,63.756,-68.556
CYFC,YFC,FREDERICTON,FREDERICTON,CANADA,45.869,-66.532
CYFE,,FORESTVILLE,FORESTVILLE,CANADA,48.746,-69.097
CYFL,,,FORT RELIANCE,CANADA,0.0,0.0
CYFO,YFO,FLIN FLON,FLIN FLON,CANADA,54.678000000000004,-101.682
CYFR,YFR,FORT RESOLUTION,FORT RESOLUTION,CANADA,61.181000000000004,-113.69
CYFS,YFS,FORT SIMPSON,FORT SIMPSON,CANADA,61.76,-121.23700000000001
CYGA,,,GAGNON,CANADA,0.0,0.0
CYGK,YGK,KINGSTON,KINGSTON,CANADA,44.225,-76.597
CYGL,YGL,LA GRANDE RIVIERE,LA GRANDE RIVIERE,CANADA,53.625,-77.704
CYGP,YGP,GASPE,GASPE,CANADA,48.775,-64.479
CYGQ,YGQ,GERALDTON GREENSTONE REGIONAL,GERALDTON,CANADA,49.778,-86.939
CYGR,YGR,ILES DE LA MADELEINE,ILES DE LA MADELEINE,CANADA,47.425,-61.778
CYGT,YGT,,IGLOOLIK,CANADA,0.0,0.0
CYGW,YGW,KUUJJUARAPIK,KUUJJUARARAPIK,CANADA,55.283,-77.767
CYGX,YGX,GILLAM,GILLAM,CANADA,56.35,-94.7
CYGY,,,DECEPTION,CANADA,0.0,0.0
CYGZ,YGZ,,GRISE FIORD,CANADA,0.0,0.0
CYHB,YHB,HUDSON BAY,HUDSON BAY,CANADA,52.817,-102.311
CYHD,YHD,DRYDEN RGNL,DRYDEN,CANADA,49.832,-92.744
CYHE,,,HOPE,CANADA,0.0,0.0
CYHI,YHI,HOLMAN,HOLMAN ISLAND,CANADA,70.763,-117.806
CYHK,YHK,GJOA HAVEN,GJOA HAVEN,CANADA,68.63600000000001,-95.85
CYHM,YHM,HAMILTON,HAMILTON,CANADA,43.173,-79.935
CYHO,YHO,,HOPEDALE,CANADA,0.0,0.0
CYHU,YHU,ST HUBERT,MONTREAL,CANADA,45.516999999999996,-73.417
CYHY,YHY,HAY RIVER,HAY RIVER,CANADA,60.84,-115.78299999999999
CYHZ,YHZ,HALIFAX INTERNATIONAL,HALIFAX,CANADA,44.881,-63.50899999999999
CYIB,YIB,ATIKOKAN MUNI,ATIKOKAN,CANADA,48.773999999999994,-91.639
CYIO,YIO,POND INLET,POND INLET,CANADA,72.683,-77.967
CYIV,YIV,,ISLAND LAKE,CANADA,0.0,0.0
CYJA,,,JASPER,CANADA,0.0,0.0
CYJN,YJN,ST JEAN,ST. JEAN,CANADA,45.294,-73.281
CYJT,YJT,STEPHENVILLE,STEPHENVILLE,CANADA,48.544,-58.55
CYKA,YKA,KAMLOOPS,KAMLOOPS,CANADA,50.702,-120.44200000000001
CYKF,YKF,WATERLOO RGNL,WATERLOO,CANADA,43.458999999999996,-80.384
CYKL,YKL,SCHEFFERVILLE,SCHEFFERVILLE,CANADA,54.805,-66.805
CYKY,YKY,KINDERSLEY,KINDERSLEY,CANADA,51.516999999999996,-109.181
CYKZ,YKZ,BUTTONVILLE MUNI,TORONTO,CANADA,43.861999999999995,-79.37
CYLA,,,LANGARA,CANADA,0.0,0.0
CYLC,YLC,,LAKE HARBOUR,CANADA,0.0,0.0
CYLD,YLD,CHAPLEAU,CHAPLEAU,CANADA,47.82,-83.346
CYLJ,YLJ,MEADOW LAKE,MEADOW LAKE,CANADA,54.125,-108.523
CYLL,YLL,LLOYDMINSTER,LLOYDMINSTER,CANADA,53.309,-110.072
CYLO,,,SHILO,CANADA,0.0,0.0
CYLT,YLT,ALERT,ALERT,CANADA,82.51799999999999,-62.281000000000006
CYLW,YLW,KELOWNA,KELOWNA,CANADA,49.956,-119.37799999999999
CYLY,,,LYTTON,CANADA,0.0,0.0
CYMA,YMA,MAYO,MAYO,CANADA,63.617,-135.86700000000002
CYMD,,,MOULD BAY,CANADA,0.0,0.0
CYMJ,YMJ,MOOSE JAW,MOOSE JAW,CANADA,50.33,-105.559
CYMM,YMM,FORT MCMURRAY,FORT MCMURRAY,CANADA,56.653,-111.22200000000001
CYMO,YMO,MOOSONEE,MOOSONEE,CANADA,51.291000000000004,-80.608
CYMR,,,MERRY ISLAND,CANADA,0.0,0.0
CYMW,YMW,MANIWAKI,MANIWAKI,CANADA,46.273999999999994,-75.99
CYMX,YMX,MONTREAL INTERNATIONAL MIRABEL,MONTREAL,CANADA,45.68,-74.039
CYNA,YNA,NATASHQUAN,NATASHQUAN,CANADA,50.19,-61.788999999999994
CYND,YND,GATINEAU,GATINEAU,CANADA,45.521,-75.564
CYNI,,,NITCHEQUON,CANADA,0.0,0.0
CYNM,YNM,MATAGAMI,MATAGAMI,CANADA,49.762,-77.803
CYNY,,,ENDERBY,CANADA,0.0,0.0
CYO,,,WYNYARD,CANADA,0.0,0.0
CYOC,YOC,OLD CROW,OLD CROW,CANADA,67.571,-139.839
CYOD,YOD,COLD LAKE,COLD LAKE,CANADA,54.405,-110.279
CYOJ,YOJ,HIGH LEVEL,HIGH LEVEL,CANADA,58.621,-117.165
CYOW,YOW,OTTAWA MACDONALD CARTIER INTERNATIONAL,OTTAWA,CANADA,45.323,-75.669
CYPA,YPA,PRINCE ALBERT GLASS FIELD,PRINCE ALBERT,CANADA,53.214,-105.67299999999999
CYPE,YPE,PEACE RIVER,PEACE RIVER,CANADA,56.227,-117.447
CYPF,,,ESQUIMALT,CANADA,0.0,0.0
CYPG,YPG,SOUTHPORT,PORTAGE-LA-PRAIRIE,CANADA,49.903,-98.275
CYPH,YPH,,INUKJUAK,CANADA,0.0,0.0
CYPK,,PITT MEADOWS,PITT MEADOWS,CANADA,49.216,-122.71
CYPL,YPL,PICKLE LAKE,PICKLE LAKE,CANADA,51.446000000000005,-90.214
CYPN,YPN,PORT MENIER,PORT MENIER,CANADA,49.836000000000006,-64.289
CYPQ,YPQ,PETERBOROUGH,PETERBOROUGH,CANADA,44.23,-78.363
CYPR,YPR,PRINCE RUPERT,PRINCE PUPERT,CANADA,54.286,-130.445
CYPY,YPY,FORT CHIPEWYAN,FORT CHIPEWYAN,CANADA,58.766999999999996,-111.117
CYQA,YQA,MUSKOKA,MUSKOKA,CANADA,44.975,-79.303
CYQB,YQB,QUEBEC JEAN LESAGE INTERNATIONAL,QUEBEC,CANADA,46.788000000000004,-71.398
CYQF,YQF,RED DEER REGIONAL,RED DEER INDUSTRIAL,CANADA,52.178999999999995,-113.89299999999999
CYQG,YQG,WINDSOR,WINDSOR,CANADA,42.276,-82.956
CYQH,YQH,WATSON LAKE,WATSON LAKE,CANADA,60.118,-128.822
CYQK,YQK,KENORA,KENORA,CANADA,49.788000000000004,-94.363
CYQL,YQL,LETHBRIDGE,LETHBRIDGE,CANADA,49.63,-112.8
CYQM,YQM,GREATER MONCTON INTERNATIONAL,MONCTON,CANADA,46.111999999999995,-64.679
CYQN,,NAKINA,NAKINA,CANADA,50.183,-86.696
CYQQ,YQQ,COMOX,COMOX,CANADA,49.711000000000006,-124.887
CYQR,YQR,REGINA INTERNATIONAL,REGINA,CANADA,50.431999999999995,-104.666
CYQT,YQT,THUNDER BAY,THUNDER BAY,CANADA,48.372,-89.324
CYQU,YQU,GRANDE PRAIRIE,GRANDE PRAIRIE,CANADA,55.18,-118.885
CYQV,YQV,YORKTON MUNI,YORKTON,CANADA,51.265,-102.462
CYQW,YQW,NORTH BATTLEFORD,NORTH BATTLEFORD,CANADA,52.769,-108.244
CYQX,YQX,GANDER INTERNATIONAL,GANDER,CANADA,48.937,-54.568000000000005
CYQY,YQY,SYDNEY,SYDNEY,CANADA,46.161,-60.048
CYQZ,YQZ,QUESNEL,QUESNEL,CANADA,53.026,-122.51
CYRB,YRB,RESOLUTE BAY,RESOLUTE,CANADA,74.717,-94.969
CYRI,YRI,RIVIERE DU LOUP,RIVIERE DU LOUP,CANADA,47.763999999999996,-69.585
CYRJ,YRJ,ROBERVAL,ROBERVAL,CANADA,48.52,-72.266
CYRM,YRM,ROCKY MOUNTAIN HOUSE,ROCKY MOUNTAIN HOUSE,CANADA,52.43,-114.904
CYRT,YRT,RANKIN INLET,RANKIN INLET,CANADA,62.81100000000001,-92.116
CYRW,,,TROIS RIVIERE,CANADA,0.0,0.0
CYSA,,,SABLE ISLAND,CANADA,0.0,0.0
CYSB,YSB,SUDBURY,SUDBURY,CANADA,46.625,-80.79899999999999
CYSC,YSC,SHERBROOKE,SHERBROOKE,CANADA,45.438,-71.691
CYSD,,,SUFFIELD,CANADA,0.0,0.0
CYSF,YSF,,STONY RAPIDS,CANADA,0.0,0.0
CYSJ,YSJ,SAINT JOHN,ST. JOHN,CANADA,45.316,-65.89
CYSK,YSK,,SANIKILUAQ,CANADA,0.0,0.0
CYSM,YSM,FORT SMITH,FORT SMITH,CANADA,60.022,-111.96
CYSR,YSR,NANISIVIK,NANISIVIK,CANADA,72.982,-84.61399999999999
CYSS,,,SLATE ISLAND,CANADA,0.0,0.0
CYSU,YSU,SUMMERSIDE,SUMMERSIDE,CANADA,46.443000000000005,-63.831
CYSY,YSY,SACHS HARBOUR,SACHS HARBOUR,CANADA,71.994,-125.243
CYTC,,,ETHELDA BAY,CANADA,0.0,0.0
CYTE,YTE,CAPE DORSET,CAPE DORSET,CANADA,64.23,-76.527
CYTH,YTH,THOMPSON,THOMPSON,CANADA,55.801,-97.86399999999999
CYTL,YTL,,BIG TROUT LAKE,CANADA,0.0,0.0
CYTR,YTR,TRENTON,TRENTON,CANADA,44.119,-77.528
CYTS,YTS,TIMMINS,TIMMINS,CANADA,48.57,-81.377
CYTZ,YTZ,CITY CENTRE,TORONTO,CANADA,43.626999999999995,-79.396
CYUA,,,SHINGLE POINT,CANADA,0.0,0.0
CYUB,YUB,TUKTOYAKTUK,TUKTOYAKTUK,CANADA,69.433,-133.026
CYUC,,,NICHOLSON PENINSULAR,CANADA,0.0,0.0
CYUF,YUF,,PELLY BAY,CANADA,0.0,0.0
CYUH,,,CLINTON POINT,CANADA,0.0,0.0
CYUI,,,CAPE YOUNG,CANADA,0.0,0.0
CYUJ,,,LADY FRANKLIN POINT,CANADA,0.0,0.0
CYUK,,,BYRON BAY,CANADA,0.0,0.0
CYUL,YUL,MONTREAL INTERNATIONAL DORVAL,MONTREAL,CANADA,45.468,-73.741
CYUQ,,,JENNY LIND ISLAND,CANADA,0.0,0.0
CYUR,,,GLADMAN POINT,CANADA,0.0,0.0
CYUS,,,SHEPHERD BAY,CANADA,0.0,0.0
CYUT,YUT,REPULSE BAY,REPULSE BAY,CANADA,66.521,-86.225
CYUX,YUX,HALL BEACH,HALL BEACH,CANADA,68.77600000000001,-81.244
CYUY,YUY,ROUYN NORANDA,ROUYN,CANADA,48.206,-78.836
CYVC,YVC,LA RONGE,LA RONGE,CANADA,55.151,-105.262
CYVG,YVG,VERMILION,VERMILLION,CANADA,53.356,-110.824
CYVM,YVM,QIKIQTARJUAQ,BROUGHTON ISLAND,CANADA,67.546,-64.031
CYVN,,,CAPE DYER,CANADA,0.0,0.0
CYVO,YVO,VAL D OR,VAL D'OR,CANADA,48.053000000000004,-77.783
CYVP,YVP,KUUJJUAQ,QUUJJUAQ,CANADA,58.096000000000004,-68.42699999999999
CYVQ,YVQ,NORMAN WELLS,NORMAN WELLS,CANADA,65.282,-126.8
CYVR,YVR,VANCOUVER INTERNATIONAL,VANCOUVER,CANADA,49.195,-123.182
CYVT,YVT,BUFFALO NARROWS,BUFFALO NARROWS,CANADA,55.842,-108.41799999999999
CYVV,YVV,WIARTON,WIARTON,CANADA,44.746,-81.107
CYWA,YWA,PETAWAWA,PETAWAWA,CANADA,45.952,-77.319
CYWG,YWG,WINNIPEG INTERNATIONAL,WINNIPEG,CANADA,49.91,-97.234
CYWK,YWK,WABUSH,WABUSH,CANADA,52.922,-66.86399999999999
CYWL,YWL,WILLIAMS LAKE,WILLIAMS LAKE,CANADA,52.183,-122.054
CYWO,,,LUPIN,CANADA,0.0,0.0
CYWR,,,WHITE RIVER,CANADA,0.0,0.0
CYWY,YWY,WRIGLEY,WRIGLEY,CANADA,63.208999999999996,-123.43700000000001
CYXC,YXC,CRANBROOK,CRANBROOK,CANADA,49.61,-115.78200000000001
CYXD,YXD,EDMONTON CITY CENTRE,EDMONTON,CANADA,53.573,-113.521
CYXE,YXE,SASKATOON J G DIEFENBAKER INTERNATIONAL,SASKATOON,CANADA,52.17100000000001,-106.7
CYXH,YXH,MEDICINE HAT,MEDICINE HAT,CANADA,50.019,-110.721
CYXI,,,KILLALOE,CANADA,0.0,0.0
CYXJ,YXJ,FORT ST JOHN,FORT SAINT JOHN,CANADA,56.238,-120.74
CYXL,YXL,SIOUX LOOKOUT,SIOUX LOOKOUT,CANADA,50.114,-91.904
CYXN,YXN,,WHALE COVE,CANADA,0.0,0.0
CYXP,YXP,PANGNIRTUNG,PANGNIRTUNG,CANADA,66.145,-65.714
CYXR,YXR,TIMISKAMING RGNL,EARLTON,CANADA,47.695,-79.84899999999999
CYXS,YXS,PRINCE GEORGE,PRINCE GEORGE,CANADA,53.888999999999996,-122.679
CYXT,YXT,TERRACE,TERRACE,CANADA,54.466,-128.577
CYXU,YXU,LONDON,LONDON,CANADA,43.036,-81.154
CYXX,YXX,ABBOTSFORD,ABBOTSFORD,CANADA,49.025,-122.363
CYXY,YXY,WHITEHORSE INTERNATIONAL,WHITEHORSE,CANADA,60.708999999999996,-135.06799999999998
CYYB,YYB,NORTH BAY,NORTH BAY,CANADA,46.364,-79.423
CYYC,YYC,CALGARY INTERNATIONAL,CALGARY,CANADA,51.114,-114.02
CYYD,YYD,SMITHERS,SMITHERS,CANADA,54.825,-127.18299999999999
CYYE,YYE,FORT NELSON,FORT NELSON,CANADA,58.836000000000006,-122.59700000000001
CYYF,YYF,PENTICTON,PENTICTON,CANADA,49.463,-119.602
CYYG,YYG,CHARLOTTETOWN,CHARLOTTETOWN,CANADA,46.29,-63.121
CYYH,YYH,TALOYOAK,SPENCE BAY,CANADA,69.547,-93.57700000000001
CYYJ,YYJ,VICTORIA INTERNATIONAL,VICTORIA,CANADA,48.647,-123.426
CYYL,YYL,LYNN LAKE,LYNN LAKE,CANADA,56.864,-101.07600000000001
CYYN,YYN,SWIFT CURRENT,SWIFT CURRENT,CANADA,50.292,-107.691
CYYQ,YYQ,CHURCHILL,CHURCHILL,CANADA,58.739,-94.065
CYYR,YYR,GOOSE BAY,GOOSE BAY,CANADA,53.318999999999996,-60.426
CYYT,YYT,ST JOHNS INTERNATIONAL,ST. JOHN'S,CANADA,47.619,-52.751999999999995
CYYU,YYU,KAPUSKASING,KAPUSKASING,CANADA,49.413999999999994,-82.46799999999999
CYYW,YYW,ARMSTRONG,ARMSTRONG,CANADA,50.29,-88.91
CYYY,YYY,MONT JOLI,MONT JOLI,CANADA,48.608999999999995,-68.208
CYYZ,YYZ,LESTER B PEARSON INTERNATIONAL,TORONTO,CANADA,43.677,-79.631
CYZA,,,ASHCROFT,CANADA,0.0,0.0
CYZD,YZD,DOWNSVIEW,TORONTO,CANADA,43.742,-79.46600000000001
CYZE,YZE,GORE BAY MANITOULIN,GORE BAY,CANADA,45.885,-82.568
CYZF,YZF,YELLOWKNIFE,YELLOWKNIFE,CANADA,62.463,-114.44
CYZH,YZH,SLAVE LAKE,SLAVE LAKE,CANADA,55.293,-114.77799999999999
CYZP,YZP,SANDSPIT,SANDSPIT,CANADA,53.254,-131.814
CYZR,YZR,CHRIS HADFIELD,SARNIA,CANADA,42.998999999999995,-82.309
CYZT,YZT,PORT HARDY,PORT HARDY,CANADA,50.681000000000004,-127.367
CYZU,YZU,WHITECOURT,WHITECOURT,CANADA,54.144,-115.787
CYZV,YZV,SEPT ILES,SEPT-ILES,CANADA,50.223,-66.266
CYZW,YZW,TESLIN,TESLIN,CANADA,60.173,-132.743
CYZX,YZX,GREENWOOD,GREENWOOD,CANADA,44.983999999999995,-64.917
CZFA,ZFA,FARO,FARO,CANADA,62.208,-133.376
CZFM,ZFM,FORT MCPHERSON,FORT MCPHERSON,CANADA,67.408,-134.86
CZNB,,,NORTH BAY,CANADA,0.0,0.0
CZUE,,,CAPE PARRY,CANADA,0.0,0.0
DAAB,,BLIDA,BLIDA,ALGERIA,36.504,2.8139999999999996
DAAD,,BOU SAADA,BOU SAADA,ALGERIA,35.333,4.206
DAAE,BJA,SOUMMAM,BEJAJA,ALGERIA,36.711999999999996,5.07
DAAF,,,AOULEF,ALGERIA,0.0,0.0
DAAG,ALG,HOUARI BOUMEDIENE,ALGIER,ALGERIA,36.691,3.215
DAAJ,DJG,TISKA,DJANET,ALGERIA,24.293000000000003,9.452
DAAK,,BOUFARIK,BOUFARIK,ALGERIA,36.546,2.8760000000000003
DAAM,,TELERGHMA,TELERGMA,ALGERIA,36.109,6.364
DAAN,,REGGANE,REGGAN,ALGERIA,26.71,0.28600000000000003
DAAP,VVZ,ILLIZI,ILLIZI,ALGERIA,26.573,8.484
DAAQ,,AIN OUSSERA,AIN OUSSERA,ALGERIA,35.525,2.8789999999999996
DAAS,GSF,SETIF AIN ARNAT,SETIF,ALGERIA,36.178000000000004,5.324
DAAT,TMR,TAMANRASSET,TAMANRASSET,ALGERIA,22.811,5.4510000000000005
DAAV,GJL,JIJEL,JIJEL,ALGERIA,36.795,5.872999999999999
DAAW,,,BORDJ OMAR DRISS,ALGERIA,0.0,0.0
DAAX,,,CHERAGAS,ALGERIA,0.0,0.0
DAAY,,MECHERIA,MECHERIA,ALGERIA,33.536,-0.242
DAAZ,,RELIZANE,RELIZANE,ALGERIA,35.751999999999995,0.626
DABB,AAE,ANNABA,ANNABA,ALGERIA,36.821999999999996,7.809
DABC,CZL,MOHAMED BOUDIAF INTERNATIONAL,CONSTANTINE,ALGERIA,36.277,6.624
DABP,,,SKIKDA,ALGERIA,0.0,0.0
DABS,TEE,CHEIKH LARBI TEBESSI,TEBESSA,ALGERIA,35.431,8.121
DABT,,,BATNA,ALGERIA,0.0,0.0
DADF,,,DARRA-I-SOOF,AFGHANISTAN,0.0,0.0
